IdDireccion;Direccion;IdCliente;EsDireccionVivienda
11801;Las Begonias Edif. 70 Apt. 9;26119;0
11802;Calle Porfirio Herrera Edif. 36 Apt. 139;12768;0
11803;E Edif. 66 Apt. 181;31859;0
11804;Callejon San Jose Edif. 159 Apt. 162;2211;0
11805;Calle Q Edif. 69 Apt. 104;11952;1
11806;Calle Antonio Estevez Edif. 154 Apt. 53;9247;1
11807;Calle La Sierra Edif. 2 Apt. 29;38501;0
11808;Rp. 17a Edif. 34 Apt. 158;23401;0
11809;Calle Primera Edif. 31 Apt. 164;4270;0
11810;P. Los Gri-Gri Edif. 61 Apt. 59;14448;1
11811;Calle Las Marias Edif. 24 Apt. 149;12646;0
11812;Calle Ingeniero Juan Garcia Bonnelly Edif. 88 Apt. 166;24012;0
11813;Calle Guarocuya Edif. 104 Apt. 76;33683;1
11814;Residencial Mar Caribe Edif. 147 Apt. 127;4889;0
11815;Calle Jardines Del Este Edif. 77 Apt. 145;39606;1
11816;Calle Presidente Gonzalez Edif. 196 Apt. 104;29530;1
11817;Calle Los Limones Edif. 80 Apt. 195;26529;0
11818;Calle Soco Edif. 140 Apt. 74;30570;0
11819;Calle Proyecto 1 Edif. 15 Apt. 100;2545;0
11820;Calle Jose Arias Edif. 121 Apt. 148;3349;1
11821;Calle Soco Edif. 64 Apt. 159;12190;1
11822;Calle Los Pinos Edif. 95 Apt. 46;25424;0
11823;Calle Las Colinas Edif. 49 Apt. 193;18953;0
11824;Salvador Estrella Sadhala Edif. 63 Apt. 65;13424;0
11825;Calle Cedros Edif. 138 Apt. 79;32546;1
11826;Calle Jerusalem Edif. 88 Apt. 31;6288;0
11827;Calle Yaguajal Edif. 83 Apt. 117;35946;1
11828;Jose Nicolas Casimiro Edif. 68 Apt. 165;34687;1
11829;Proy 1 Edif. 119 Apt. 124;9136;0
11830;M. T. Justo Edif. 164 Apt. 43;33748;0
11831;Calle Ruiseñor Edif. 134 Apt. 157;8561;1
11832;Calle Emma Balaguer Edif. 37 Apt. 77;11378;0
11833;Avenida De Los Próceres Edif. 137 Apt. 79;12277;0
11834;Lafontaine Edif. 186 Apt. 134;27116;1
11835;Calle Freddy Gatón Arce Edif. 170 Apt. 112;1475;0
11836;Avenida Simón Bolivar Edif. 160 Apt. 199;26683;1
11837;Huáscar Tejeda Edif. 200 Apt. 187;36986;0
11838;Calle Torrente De Cedron Edif. 96 Apt. 80;40221;0
11839;Calle 10a Edif. 103 Apt. 73;22637;1
11840;Calle Feliciano Ramirez Edif. 98 Apt. 4;25091;0
11841;Calle Luna Edif. 2 Apt. 52;16946;0
11842;Calle Calle D Edif. 78 Apt. 35;13715;0
11843;Avenida Los Beisbolistas Edif. 110 Apt. 127;35158;0
11844;Albahaca Edif. 6 Apt. 2;35670;0
11845;Respaldo Fernando Valerio Edif. 117 Apt. 99;38744;0
11846;Calle Paseo Del Parque Edif. 33 Apt. 91;4688;1
11847;F Edif. 46 Apt. 186;36054;0
11848;Calle Las Cumbres Edif. 38 Apt. 128;35148;0
11849;Calle Pablo Pujols Edif. 12 Apt. 181;4914;0
11850;Calle Magalis Estrella Edif. 178 Apt. 39;14380;0
11851;Calle 43 Edif. 109 Apt. 86;38075;1
11852;Calle Garcia Godoy Edif. 54 Apt. 175;29344;0
11853;Calle Antera Mota Edif. 84 Apt. 76;30292;0
11854;Calle 17 Edif. 50 Apt. 111;229;0
11855;Calle Los Pinos Edif. 186 Apt. 128;32543;0
11856;Granadillo Edif. 129 Apt. 189;40538;1
11857;Calle Hilario Espertin Edif. 41 Apt. 151;5804;1
11858;Calle La Vaguada Edif. 191 Apt. 148;37989;0
11859;Autopista Duarte Edif. 181 Apt. 138;38528;1
11860;Calle La Vaguada Edif. 182 Apt. 153;10270;1
11861;Duverge Edif. 52 Apt. 120;28582;0
11862;Luperon Edif. 35 Apt. 18;566;1
11863;Cabañas Principe Edif. 71 Apt. 181;11831;0
11864;Calle Altagracia Henriquez Edif. 47 Apt. 2;1994;0
11865;Calle Angel Maria Liz Edif. 34 Apt. 181;28316;0
11866;Benito Monción Edif. 177 Apt. 18;33276;0
11867;Calle Juan Francisco Cordero Edif. 155 Apt. 9;40602;0
11868;Calle Las Carreras Edif. 68 Apt. 66;34352;0
11869;Marginal 1era Edif. 191 Apt. 69;32841;0
11870;Calle 2b Edif. 151 Apt. 164;18024;0
11871;Calle Carlos Gardel Edif. 1 Apt. 78;25877;0
11872;Calle Rogelio Minaya Edif. 158 Apt. 72;4485;0
11873;Calle Magnolias Edif. 87 Apt. 46;10666;1
11874;Calle 7ma Edif. 17 Apt. 60;17197;0
11875;Calle Hicaco Edif. 55 Apt. 98;18773;0
11876;Calle El Retiro Edif. 28 Apt. 118;35163;1
11877;Calle La Esmeralda Edif. 36 Apt. 154;30641;0
11878;22 Jesus Soto Edif. 109 Apt. 52;7557;0
11879;La Gioconua Edif. 30 Apt. 20;38409;1
11880;Los Almendros Edif. 95 Apt. 115;16592;0
11881;Calle Francisco Carias Lavander Edif. 55 Apt. 71;13028;1
11882;Calle Sajoma Edif. 133 Apt. 165;11469;0
11883;Calle Enrique Rique Edif. 181 Apt. 132;17767;1
11884;Calle Maguaca Edif. 119 Apt. 89;32919;0
11885;Calle Candelon Edif. 51 Apt. 81;24481;0
11886;Calle 39 Edif. 3 Apt. 91;23615;0
11887;Calle 1era Edif. 169 Apt. 58;16580;1
11888;Calle Salome Ureña Edif. 33 Apt. 175;715;0
11889;Calle Condado Edif. 144 Apt. 106;33178;0
11890;Residencial Villas Jerez Edif. 120 Apt. 85;25026;1
11891;Calle Puerto Plata Edif. 172 Apt. 151;14153;0
11892;A Fleming Edif. 143 Apt. 7;38210;0
11893;Calle Candelon Edif. 22 Apt. 74;11949;1
11894;Calle Los Maestros Edif. 148 Apt. 177;31776;1
11895;Calle A Edif. 195 Apt. 28;17776;0
11896;Calle Licenciado Carlos Sanchez Edif. 142 Apt. 196;30843;1
11897;Calle Luperon Edif. 190 Apt. 64;18561;1
11898;Fdco. De Navarrete Edif. 24 Apt. 192;37857;0
11899;Calle 13 Edif. 40 Apt. 106;40637;1
11900;Respaldo 29 Edif. 156 Apt. 48;9825;0
11901;Santo Tomás De Aquino Edif. 4 Apt. 105;28984;1
11902;Calle Villa Duarte Edif. 64 Apt. 75;26076;0
11903;Calle Ruiseñor Edif. 84 Apt. 160;31069;0
11904;Calle Areito Edif. 152 Apt. 91;8144;0
11905;Respaldo Caridad Edif. 171 Apt. 131;25277;0
11906;Calle Jehova Shalon Edif. 144 Apt. 121;34221;0
11907;Calle Soco Edif. 89 Apt. 175;33926;1
11908;Calle Antonio Maceo Edif. 152 Apt. 193;14250;0
11909;Calle Guayabal Edif. 69 Apt. 88;11862;1
11910;Calle Doña Rogelia Edif. 152 Apt. 137;18882;1
11911;Felipe Maduro Edif. 9 Apt. 92;31288;0
11912;Sol De Primavera Edif. 180 Apt. 114;2247;0
11913;Calle Alpes Edif. 161 Apt. 66;5831;0
11914;Respaldo Rafael Hernandez Edif. 103 Apt. 174;9946;1
11915;Samuel Santana Edif. 7 Apt. 127;4547;0
11916;Calle Don Lugo Edif. 140 Apt. 142;29529;0
11917;Calle Los Tanque Edif. 83 Apt. 57;9242;0
11918;Respaldo 18 Edif. 163 Apt. 99;22028;0
11919;Calle 1 Edif. 51 Apt. 190;201;0
11920;Calle Antonio Maceo Edif. 112 Apt. 103;28177;0
11921;Respaldo Duarte Edif. 17 Apt. 135;13129;1
11922;Calle 24 De Abril Edif. 99 Apt. 128;10814;1
11923;Calle Sol De Arcoiris Edif. 123 Apt. 104;33317;1
11924;Calle El Bolívar Edif. 27 Apt. 148;29918;0
11925;Faisar Edif. 46 Apt. 145;40252;1
11926;Calle Arturo Logroño Edif. 189 Apt. 184;27007;0
11927;Calle La Ladera Edif. 154 Apt. 128;23737;0
11928;Peaton 2 Edif. 134 Apt. 24;10964;1
11929;Calle Juan Bautista Cambiaso Edif. 130 Apt. 184;4735;0
11930;Calle Las Marias Edif. 62 Apt. 76;3930;0
11931;Calle Fernandez Dominguez Edif. 85 Apt. 95;36388;0
11932;Calle La Rotonda Edif. 131 Apt. 124;18015;0
11933;Calle Elvira De Mendoza Edif. 193 Apt. 179;24412;0
11934;Santa Lucia Edif. 181 Apt. 28;17563;1
11935;Calle La Fronda Edif. 1 Apt. 124;15725;1
11936;Respaldo 2 Edif. 95 Apt. 71;38990;0
11937;Respaldo 27 De Febrero Edif. 26 Apt. 86;5643;0
11938;Respaldo Ángel Severo Cabral Edif. 48 Apt. 36;6921;0
11939;Calle Jose Mateo Edif. 187 Apt. 103;34336;0
11940;Begonia Edif. 56 Apt. 92;692;1
11941;Calle Santiago Roguez Edif. 159 Apt. 118;7003;0
11942;Calle Tomillo Edif. 6 Apt. 143;2285;0
11943;Avenida Leopoldo Navarro Edif. 115 Apt. 51;15672;0
11944;Calle Marranatha Edif. 158 Apt. 43;9714;1
11945;Hacia Parqueo Plaza Luperon Edif. 12 Apt. 64;20101;1
11946;Fdez Dguez Edif. 160 Apt. 1;23374;0
11947;Calle K Edif. 62 Apt. 20;27590;1
11948;Avenida Cayetano Germosén Edif. 139 Apt. 99;3992;0
11949;Avenida Gregorio Luperón Edif. 178 Apt. 98;20601;0
11950;Respaldo F Edif. 60 Apt. 165;24819;1
11951;Calle Padre Miguel Edif. 190 Apt. 77;18364;0
11952;Reparto Republica De Colombia Edif. 98 Apt. 5;26290;1
11953;Peaton 3 Edif. 178 Apt. 172;5753;1
11954;Calle Sexta Edif. 9 Apt. 186;26631;0
11955;Calle Oval 2 Edif. 122 Apt. 29;9032;1
11956;Respaldo Rafael Ceara Edif. 186 Apt. 83;22141;0
11957;B 3 Edif. 144 Apt. 141;34651;0
11958;Presidente Guzman Edif. 93 Apt. 153;26157;1
11959;Calle Flor Campana Edif. 37 Apt. 136;9543;1
11960;Interior E. Morillo Edif. 50 Apt. 190;14693;1
11961;Calle Mary Pérez Viuda Marranzini Edif. 185 Apt. 35;10008;1
11962;Calle J. Mendez Edif. 88 Apt. 11;23441;0
11963;Calle Manzana H Edif. 162 Apt. 176;26495;1
11964;Respaldo F Edif. 171 Apt. 167;18459;1
11965;Calle Primera Edif. 198 Apt. 70;24198;0
11966;Calle Santiago Edif. 107 Apt. 51;39423;0
11967;Procasa Calle 1era Edif. 94 Apt. 42;10857;0
11968;Calle Manzana 46 Edif. 125 Apt. 71;31681;1
11969;Calle Sauce Edif. 4 Apt. 59;7157;0
11970;Calle Los Maestros Edif. 125 Apt. 117;28503;0
11971;Rp. 17a Edif. 102 Apt. 14;24870;0
11972;Nelly Dominici De Carias Edif. 151 Apt. 50;34149;1
11973;Calle Diamante Edif. 105 Apt. 77;20248;0
11974;Calle 39 Edif. 125 Apt. 50;26109;0
11975;Avenida Gregorio Luperón Edif. 60 Apt. 71;5534;0
11976;Residencial Nordesa I Edif. 127 Apt. 184;11758;1
11977;Calle Altagracia Edif. 124 Apt. 33;36750;0
11978;Respaldo San Juan Edif. 159 Apt. 188;785;0
11979;Calle Palmarito Edif. 141 Apt. 28;36540;0
11980;Daniel El Conde Edif. 180 Apt. 17;37992;0
11981;Calle Nuevo Mundo Edif. 166 Apt. 100;2991;0
11982;Calle Eugenio Perdomo Edif. 9 Apt. 2;29346;1
11983;Calle 17 Bohechio Edif. 40 Apt. 196;741;0
11984;Loma Linda Edif. 154 Apt. 103;31288;0
11985;Fdco. Garcia Godoy Edif. 140 Apt. 44;24139;0
11986;Calle Colibri Edif. 84 Apt. 56;31157;0
11987;22 Jesus Soto Edif. 70 Apt. 195;7357;0
11988;Las Mercedes Edif. 13 Apt. 177;17588;1
11989;Calle 47 Edif. 103 Apt. 54;25364;0
11990;Calle Enriquillo Edif. 95 Apt. 174;1735;0
11991;Calle Salomé Ureña Edif. 178 Apt. 147;36692;0
11992;Trinitaria Edif. 85 Apt. 75;13921;0
11993;Calle Ruiseñor Edif. 135 Apt. 189;18649;1
11994;Calle El Sol Edif. 93 Apt. 118;23686;1
11995;Calle Fula Edif. 163 Apt. 148;3806;1
11996;Calle Jose Delio Guzman Edif. 155 Apt. 79;30650;0
11997;Calle Gladiolos Edif. 23 Apt. 188;33108;0
11998;Calle Baltazar Alvarez Edif. 85 Apt. 17;24398;0
11999;Calle 6 Edif. 184 Apt. 70;10909;1
12000;Respaldo Fernando Valerio Edif. 32 Apt. 130;864;1
12001;Calle 7 Edif. 154 Apt. 105;35111;1
12002;Respaldo Salmos Edif. 172 Apt. 56;29993;1
12003;Calle Rosario Edif. 1 Apt. 164;1810;0
12004;Dicona I Edif. 28 Apt. 43;4546;1
12005;Calle Pedro Gregorio Martínez Edif. 75 Apt. 1;34291;0
12006;Calle Julio Ortega Frier Edif. 122 Apt. 32;27876;0
12007;Calle Principal Edif. 21 Apt. 84;38337;1
12008;Calle Sol De Colina Edif. 12 Apt. 18;20126;1
12009;Calle Radial Edif. 65 Apt. 64;24095;0
12010;Calle P Edif. 50 Apt. 186;33878;1
12011;Calle 4 Edif. 155 Apt. 49;2018;0
12012;Federico Henríquez Y Carvajal Edif. 94 Apt. 14;3105;0
12013;Calle Cedros Edif. 3 Apt. 68;37377;0
12014;Salida Aviadores Edif. 11 Apt. 174;30866;0
12015;Los Navegantes Edif. 69 Apt. 174;22236;0
12016;Calle Cristo Salva Edif. 125 Apt. 139;23579;1
12017;Calle Claveles Edif. 18 Apt. 158;16462;1
12018;Calle Bienvenido García Gautier Edif. 24 Apt. 33;4905;0
12019;Guacanagarix Edif. 119 Apt. 175;20912;0
12020;Calle 10a Edif. 180 Apt. 176;18003;0
12021;Calle Buy Edif. 126 Apt. 141;26352;0
12022;B Edif. 49 Apt. 20;160;1
12023;Recorrido Alrededor Del Play Edif. 161 Apt. 142;35591;0
12024;Calle Los Marlins Edif. 170 Apt. 45;632;1
12025;Calle Jose Cabrera Edif. 54 Apt. 125;30990;0
12026;Calle San Jose Edif. 16 Apt. 137;299;0
12027;Los Navegantes Edif. 50 Apt. 3;9378;1
12028;Ángel Severo Cabral Edif. 81 Apt. 118;18946;0
12029;Calle Ramon Santana Edif. 116 Apt. 4;25476;0
12030;Calle Hector Diaz Edif. 6 Apt. 101;32627;0
12031;Progreso Edif. 64 Apt. 79;34861;0
12032;Avenida República De Argentina Edif. 103 Apt. 79;29536;1
12033;Calle Summer Wells Edif. 50 Apt. 121;3226;1
12034;Calle Tireo Edif. 77 Apt. 163;26980;0
12035;Colon Edif. 142 Apt. 52;23428;0
12036;Respaldo 2 Edif. 156 Apt. 126;22754;0
12037;Calle Sur Edif. 84 Apt. 92;28802;0
12038;Calle Tomillo Edif. 85 Apt. 88;37949;0
12039;Respaldo San Juan Bosco Edif. 196 Apt. 165;24738;1
12040;Calle San Miguel Edif. 89 Apt. 122;12428;0
12041;Calle El Alba Edif. 69 Apt. 101;8443;1
12042;Calle Los Marlins Edif. 149 Apt. 107;32028;0
12043;Calle Luis F. Thomén Edif. 169 Apt. 176;34242;1
12044;Calle Juan A Vicioso Edif. 138 Apt. 11;5814;1
12045;El Carmen Edif. 90 Apt. 175;35416;1
12046;Calle Isaias Edif. 71 Apt. 8;36317;0
12047;Cayetano Rodríguez Edif. 83 Apt. 170;15396;1
12048;Salcedo Edif. 182 Apt. 93;13496;1
12049;Calle Farayón Norte Edif. 145 Apt. 152;16404;0
12050;Calle Centro Olimpico Edif. 135 Apt. 122;6106;0
12051;Calle 38 Edif. 198 Apt. 56;27613;1
12052;Calle Manzana 41 Y 43 Edif. 3 Apt. 108;21995;0
12053;Avenida Alma Mater Edif. 128 Apt. 130;31060;0
12054;Calle Jesus Salvador Edif. 121 Apt. 23;8317;0
12055;Paseo Del Yuna Edif. 32 Apt. 34;17974;1
12056;Calle Antera Mota Edif. 192 Apt. 4;20385;0
12057;Respaldo 33 Edif. 113 Apt. 24;11060;0
12058;Santa Tereza Edif. 159 Apt. 118;29524;0
12059;Calle Cesar Augusto Sandino Edif. 91 Apt. 172;30085;0
12060;Calle Nogal Edif. 177 Apt. 161;20741;1
12061;Calle Julio Verne Edif. 64 Apt. 19;24830;0
12062;Merengue Edif. 121 Apt. 161;9630;1
12063;Respaldo Rafael Hernandez Edif. 10 Apt. 107;39646;0
12064;Héctor Homero Hernández Edif. 136 Apt. 56;16302;0
12065;Calle 1ra Edif. 193 Apt. 159;7880;0
12066;Ernesto Rodriguez Edif. 116 Apt. 137;25267;0
12067;Calle Bani Edif. 106 Apt. 186;31552;0
12068;Calle K Edif. 75 Apt. 11;18815;1
12069;Calle La Union Edif. 160 Apt. 89;40707;1
12070;Jardin Central Edif. 183 Apt. 194;2341;0
12071;José Maria Heredia Edif. 12 Apt. 34;22727;1
12072;Calle 39 Edif. 110 Apt. 150;8452;1
12073;Avenida César Nicolás Penson Edif. 45 Apt. 113;23782;0
12074;Calle Nicolas Casimiro Edif. 35 Apt. 143;9909;0
12075;Calle Arzobispo Nouel Edif. 127 Apt. 180;2556;1
12076;Calle Las Sirenas Edif. 109 Apt. 96;20138;0
12077;La Lomita Edif. 47 Apt. 106;25772;0
12078;Calle Coba Edif. 130 Apt. 110;23570;0
12079;Calle Cristo Salva Edif. 150 Apt. 195;25504;0
12080;Calle L Edif. 10 Apt. 47;15891;0
12081;Calle Santiago Edif. 24 Apt. 130;7919;0
12082;Calle San Judas Tadeo Edif. 51 Apt. 182;38514;0
12083;Calle Maria Trinidad Sanchez Edif. 55 Apt. 71;35323;1
12084;Calle Polvorín Edif. 16 Apt. 76;17234;1
12085;Calle 33 Edif. 68 Apt. 102;18199;0
12086;Calle Alberto Colleneche Edif. 147 Apt. 101;12429;1
12087;Santa Luca Edif. 188 Apt. 186;16608;0
12088;Altagracia 1ra Edif. 129 Apt. 175;37280;0
12089;Avenida México Edif. 129 Apt. 155;9385;0
12090;Paseo De Las Acacias Edif. 103 Apt. 36;6600;0
12091;Avenida De Los Próceres Edif. 24 Apt. 145;16026;0
12092;Calle Juana Saltitopa Edif. 53 Apt. 183;36260;0
12093;Los Rieles Edif. 73 Apt. 37;25790;0
12094;Calle Franco Bido Edif. 155 Apt. 40;14513;0
12095;Calle 2 De Mayo Edif. 44 Apt. 183;9501;0
12096;Calle Puerto Plata Edif. 7 Apt. 73;32798;1
12097;Calle Luis Scheker Hane Edif. 1 Apt. 57;25938;0
12098;Calle Abarico Edif. 147 Apt. 55;2078;0
12099;Calle Juan Luis Franco Bido Edif. 43 Apt. 108;19429;0
12100;Respaldo Matias Ramirez Edif. 16 Apt. 49;28371;0
12101;Calle El Bosque Edif. 45 Apt. 194;39905;0
12102;Calle Isabel Prerozo Edif. 119 Apt. 98;30108;0
12103;Calle Bayacan Edif. 20 Apt. 41;9207;1
12104;Paseo Principal Edif. 53 Apt. 61;1108;0
12105;Transversal Edif. 171 Apt. 198;33861;1
12106;Calle Guayabal Edif. 83 Apt. 54;3594;1
12107;Calle Bethel Edif. 3 Apt. 26;251;1
12108;Calle Doña Lidia Edif. 149 Apt. 5;13190;0
12109;Peaton 4 Edif. 174 Apt. 105;37281;0
12110;Calle Los Corales Edif. 169 Apt. 43;36048;0
12111;Calle Plaza Central Edif. 178 Apt. 199;34226;0
12112;Calle Respaldo Seminario Edif. 119 Apt. 100;5058;0
12113;Respaldo Anibal De Epinosa Edif. 99 Apt. 196;14550;0
12114;Calle Gabriel Del Orbe Edif. 45 Apt. 89;19416;0
12115;Villa Edif. 108 Apt. 119;24952;0
12116;Calle Antonio Maceo Edif. 156 Apt. 161;22817;1
12117;Calle Real Edif. 121 Apt. 62;16921;1
12118;Calle Cervantes Edif. 197 Apt. 133;2298;0
12119;Calle Proyecto Hatuey Edif. 37 Apt. 35;484;0
12120;Calle Berto Arvelo Edif. 73 Apt. 1;5423;0
12121;Calle D Edif. 182 Apt. 111;8352;0
12122;Calle 35 Edif. 153 Apt. 51;20343;0
12123;Calle Sanchez Edif. 52 Apt. 74;32890;0
12124;Cds Edif. 101 Apt. 161;22097;0
12125;Calle Hojaldre Edif. 35 Apt. 92;40512;0
12126;Calle Galilea Edif. 169 Apt. 63;32731;0
12127;Calle Doctor Brenes Edif. 183 Apt. 17;2091;1
12128;Calle Padre Montesinos Edif. 63 Apt. 186;23652;0
12129;Calle Los Pinos Edif. 13 Apt. 9;40806;1
12130;Calle Milton Dilone Edif. 195 Apt. 38;33568;0
12131;Calle Coordillera Central Edif. 53 Apt. 156;22207;1
12132;Calle Perla Edif. 39 Apt. 34;28956;0
12133;Altagracia Edif. 32 Apt. 150;40842;1
12134;Cabañas Bayadesa Edif. 182 Apt. 183;22192;1
12135;Sol De Arcoiris Edif. 69 Apt. 94;31057;1
12136;Calle 43 Edif. 141 Apt. 144;18936;0
12137;Calle La Union Edif. 198 Apt. 63;5518;1
12138;Calle Salina Edif. 10 Apt. 157;22137;0
12139;Calle Calle D Edif. 155 Apt. 93;18018;1
12140;Calle Horizonte Edif. 136 Apt. 119;10182;0
12141;Respaldo F Edif. 186 Apt. 171;15242;0
12142;Calle Sagrario Diaz Edif. 140 Apt. 79;19646;1
12143;B 4 Edif. 162 Apt. 66;11140;0
12144;Calle 31 Oeste Edif. 167 Apt. 75;38823;0
12145;Calle Obras Viales Edif. 135 Apt. 177;28722;0
12146;Calle Los Tanque Edif. 32 Apt. 105;22944;1
12147;Brusal Edif. 82 Apt. 110;39943;1
12148;Calle Toronja Edif. 176 Apt. 139;20180;0
12149;Calle Guayubin Edif. 123 Apt. 124;25467;0
12150;Manolo Tavares Justo Edif. 30 Apt. 111;17546;0
12151;John F. Kennedy Edif. 190 Apt. 170;29709;0
12152;M. T. Justo Edif. 180 Apt. 29;1303;0
12153;Avenida Caracol Edif. 26 Apt. 8;35810;0
12154;Calle Padre Martin Edif. 12 Apt. 79;35305;0
12155;Calle 22 Edif. 81 Apt. 181;41205;0
12156;Calle Las Palmas Edif. 200 Apt. 72;7683;0
12157;Calle Secundaria Edif. 179 Apt. 35;41199;0
12158;Calle Uruguay Edif. 75 Apt. 155;1084;0
12159;Zaramagullon Edif. 97 Apt. 198;26577;0
12160;Calle Milán Edif. 137 Apt. 163;22083;1
12161;Calle Los Cangrejos Edif. 148 Apt. 167;38542;0
12162;Calle Vicente Celestino Duarte Edif. 140 Apt. 193;25280;0
12163;Callejón Camini Edif. 88 Apt. 170;9132;1
12164;Calle C-36b Edif. 70 Apt. 32;56;1
12165;Calle Nuestra Señora De Fatima Edif. 111 Apt. 95;785;1
12166;Avenida Cayetano Germosén Edif. 93 Apt. 57;4331;1
12167;Calle Juan Alberto Ortiz Edif. 77 Apt. 175;39669;0
12168;Moises Edif. 174 Apt. 45;2951;0
12169;Calle Y Edif. 61 Apt. 63;13213;1
12170;Respaldo El Eden Edif. 117 Apt. 177;27754;0
12171;Calle Cabima Edif. 54 Apt. 168;22099;1
12172;Santa Lucia Edif. 184 Apt. 89;22906;0
12173;Calle Bavaro Edif. 171 Apt. 62;19206;0
12174;Calle Juan A Polanco Edif. 40 Apt. 73;39075;0
12175;Rp. 26 Edif. 186 Apt. 27;7327;0
12176;Calle Bonanza Edif. 105 Apt. 199;10159;1
12177;Calle 1era (Arco Iris) Edif. 123 Apt. 15;27011;0
12178;San Antonio Edif. 110 Apt. 103;9980;0
12179;Juan Rojas Edif. 145 Apt. 24;6279;1
12180;Calle 25c Edif. 128 Apt. 157;18348;1
12181;M. T. Sanchez Edif. 4 Apt. 172;8615;0
12182;Calle Abarico Edif. 36 Apt. 63;5738;0
12183;Calle Betania Edif. 185 Apt. 30;34186;0
12184;Calle Ramon Del Orbe Edif. 61 Apt. 118;32387;0
12185;Calle Mango Edif. 199 Apt. 96;18647;0
12186;Calle 47 Edif. 170 Apt. 57;815;0
12187;Avenida Caracol Edif. 64 Apt. 180;26741;0
12188;Calle Rodrigo De Triana Edif. 81 Apt. 170;19940;0
12189;Respaldo 43 Edif. 22 Apt. 52;10696;0
12190;Respaldo 6 Edif. 43 Apt. 84;26005;1
12191;Calle Jose Reyes Edif. 148 Apt. 94;17432;1
12192;Avenida Las Palmas Edif. 95 Apt. 119;15606;0
12193;Calle Itzamana Edif. 51 Apt. 29;40102;0
12194;Calle Los Limones Edif. 26 Apt. 177;31502;0
12195;Calle Crucero Ahrens Edif. 153 Apt. 31;28686;0
12196;Calle Monte Rio Edif. 22 Apt. 37;1168;0
12197;Avenida Pasteur Edif. 13 Apt. 59;38536;0
12198;Calle Eugenio Perdomo Edif. 122 Apt. 164;38905;0
12199;Calle Residencial Isabel II Edif. 93 Apt. 32;25348;1
12200;Calle Cantera Edif. 43 Apt. 189;17283;0
12201;Calle Duarte Edif. 153 Apt. 28;28958;1
12202;Calle La Esperilla Edif. 198 Apt. 76;8333;1
12203;Calle Jose Desiderio Valverde Edif. 6 Apt. 56;30308;0
12204;Calle Yolanda Guzman Edif. 78 Apt. 174;6074;1
12205;Calle Sol De Invierno Edif. 159 Apt. 186;29093;0
12206;Avenida Abraham Lincoln Edif. 34 Apt. 148;7195;0
12207;Respaldo Duarte Edif. 174 Apt. 138;23941;0
12208;Avenida Penetración Edif. 3 Apt. 162;20836;0
12209;Calle Z Edif. 183 Apt. 109;10869;0
12210;Calle Los Jacintos Edif. 151 Apt. 180;19410;0
12211;Calle 7 Edif. 11 Apt. 180;40465;0
12212;Residencial Nordesa I Edif. 100 Apt. 184;27880;1
12213;Calle Manzana 38 Y 42 Edif. 164 Apt. 83;16388;0
12214;Calle Sauce Edif. 47 Apt. 130;15977;0
12215;Transversal Edif. 20 Apt. 162;3189;0
12216;Calle 10 Edif. 102 Apt. 56;9882;0
12217;Calle 28 Edif. 70 Apt. 81;28263;0
12218;Calle Ramon Santana Edif. 31 Apt. 157;33029;0
12219;San Juan Edif. 189 Apt. 147;9699;0
12220;Calle Las Orquideas Edif. 133 Apt. 59;40865;1
12221;Calle Violetas Edif. 32 Apt. 93;4859;0
12222;Dolores Rodriguez Objio Edif. 81 Apt. 62;20319;0
12223;Calle Libertador Edif. 100 Apt. 164;1646;0
12224;Calle 29 Edif. 122 Apt. 176;16179;1
12225;Calle J Edif. 79 Apt. 105;6689;0
12226;Calle General Modesto Díaz Edif. 52 Apt. 160;36991;0
12227;Calle Prodefensa Edif. 150 Apt. 185;351;0
12228;San Miguel Edif. 156 Apt. 74;11163;0
12229;Calle I Edif. 4 Apt. 117;26665;1
12230;Interior E. Morillo Edif. 26 Apt. 12;19962;0
12231;Calle Doña Carmen Edif. 161 Apt. 36;39709;1
12232;El Palmar Edif. 164 Apt. 77;20544;0
12233;Respaldo Salmos Edif. 176 Apt. 163;14626;0
12234;16 De Agosto Edif. 123 Apt. 72;25897;0
12235;Calle 4 De Agosto Edif. 142 Apt. 39;9393;0
12236;Calle 2da Edif. 25 Apt. 16;38874;1
12237;Perimetral A Edif. 106 Apt. 124;39686;0
12238;Nelly Dominici De Carias Edif. 6 Apt. 127;16218;0
12239;Calle Girl Scouts Edif. 42 Apt. 148;38250;0
12240;Calle Trinitaria Edif. 190 Apt. 51;10574;0
12241;Héctor Homero Hernández Edif. 85 Apt. 2;13685;0
12242;Respaldo K Edif. 196 Apt. 19;33315;0
12243;Calle Higuey Edif. 47 Apt. 102;31846;0
12244;Calle Otto Rivera Edif. 128 Apt. 21;31965;0
12245;Calle General Domingo Mallol Edif. 57 Apt. 53;36107;0
12246;Calle Ana Teresa Parada Edif. 65 Apt. 173;4236;0
12247;Calle Francisco Espalliat Edif. 16 Apt. 120;27169;1
12248;Avenida De Los Próceres Edif. 43 Apt. 96;36977;0
12249;Calle Edda Edif. 16 Apt. 146;6884;0
12250;Calle 24 Edif. 122 Apt. 61;28411;0
12251;Calle La Esperilla Edif. 196 Apt. 137;7194;0
12252;Rosendo Alvarez Edif. 98 Apt. 16;15117;1
12253;Calle J Edif. 101 Apt. 15;4716;0
